municipality_id,batch_id,blocked_reason,recovery_mode_attempted,recovery_result,homepage_status,fallback_status,sitemap_status,robots_status,known_path_hits,directory_hit,directory_fallback_attempted,directory_fallback_contacts,directory_source,deep_path_hits,first_deep_category,first_deep_path,deep_hit_directory,deep_hit_finance,deep_hit_clerk,deep_hit_assessor,deep_hit_tax,deep_hit_building,deep_hit_planning,deep_extraction_path_count,first_deep_extraction_category,first_deep_extraction_path,deep_extraction_paths,deep_fetch_success_count,deep_html_candidate_count,deep_extraction_attempt_count,deep_extraction_contact_count,deep_extraction_outcomes,deep_extraction_zero_reason,deep_path_trust,deep_path_legacy_suspected,recovered_contact_count,recovered_role_winner_count,api_hit,api_type,api_paths_hit,api_inventory_type,api_endpoint_count,api_inventory_paths,swagger_json_path,documented_get_count,selected_api_probe_count,successful_api_probe_count,likely_structured_endpoint_count,best_api_endpoint,best_api_endpoint_class,playwright_attempted,playwright_success,playwright_path,notes
ct_farmington,batch_granicus_vendor_probe,http_forbidden,false,,,,,,0,0,0,0,,0,,,0,0,0,0,0,0,0,0,,,,0,0,0,0,,not_applicable,none,0,0,0,0,none,,none,0,,,0,0,0,0,,,0,0,,recovery_not_attempted
ct_glastonbury,batch_granicus_vendor_probe,http_forbidden,false,,,,,,0,0,0,0,,0,,,0,0,0,0,0,0,0,0,,,,0,0,0,0,,not_applicable,none,0,0,0,0,none,,none,0,,,0,0,0,0,,,0,0,,recovery_not_attempted
ct_hartford,batch_granicus_vendor_probe,http_forbidden,false,,,,,,0,0,0,0,,0,,,0,0,0,0,0,0,0,0,,,,0,0,0,0,,not_applicable,none,0,0,0,0,none,,none,0,,,0,0,0,0,,,0,0,,recovery_not_attempted
ct_manchester,batch_granicus_vendor_probe,http_forbidden,false,,,,,,0,0,0,0,,0,,,0,0,0,0,0,0,0,0,,,,0,0,0,0,,not_applicable,none,0,0,0,0,none,,none,0,,,0,0,0,0,,,0,0,,recovery_not_attempted
ct_new_fairfield,batch_granicus_vendor_probe,http_forbidden,false,,,,,,0,0,0,0,,0,,,0,0,0,0,0,0,0,0,,,,0,0,0,0,,not_applicable,none,0,0,0,0,none,,none,0,,,0,0,0,0,,,0,0,,recovery_not_attempted
ct_new_haven,batch_granicus_vendor_probe,http_forbidden,false,,,,,,0,0,0,0,,0,,,0,0,0,0,0,0,0,0,,,,0,0,0,0,,not_applicable,none,0,0,0,0,none,,none,0,,,0,0,0,0,,,0,0,,recovery_not_attempted
ct_stamford,batch_granicus_vendor_probe,http_forbidden,false,,,,,,0,0,0,0,,0,,,0,0,0,0,0,0,0,0,,,,0,0,0,0,,not_applicable,none,0,0,0,0,none,,none,0,,,0,0,0,0,,,0,0,,recovery_not_attempted
ct_weston,batch_granicus_vendor_probe,http_forbidden,false,,,,,,0,0,0,0,,0,,,0,0,0,0,0,0,0,0,,,,0,0,0,0,,not_applicable,none,0,0,0,0,none,,none,0,,,0,0,0,0,,,0,0,,recovery_not_attempted
ct_westport,batch_granicus_vendor_probe,http_forbidden,false,,,,,,0,0,0,0,,0,,,0,0,0,0,0,0,0,0,,,,0,0,0,0,,not_applicable,none,0,0,0,0,none,,none,0,,,0,0,0,0,,,0,0,,recovery_not_attempted
