municipality_id,source_url,normalized_path,canonical_path,category,role_normalized,role_family,department_normalized,page_type
ct_hamden,https://www.hamden.com/Directory.aspx?did=51,/Directory.aspx,/directory.aspx,directory,,,,staff_directory
ct_hamden,https://www.hamden.com/Directory.aspx?did=51,/Directory.aspx,/directory.aspx,directory,,,,staff_directory
ct_hamden,https://www.hamden.com/Directory.aspx?did=9,/Directory.aspx,/directory.aspx,directory,,,,staff_directory
ct_hamden,https://www.hamden.com/Directory.aspx?did=9,/Directory.aspx,/directory.aspx,directory,Building Official,building,Building,staff_directory
ct_hamden,https://www.hamden.com/Directory.aspx?did=9,/Directory.aspx,/directory.aspx,directory,Building Official,building,Building,staff_directory
ct_hamden,https://www.hamden.com/Directory.aspx?did=9,/Directory.aspx,/directory.aspx,directory,Building Official,building,Building,staff_directory
ct_hamden,https://www.hamden.com/Directory.aspx?did=9,/Directory.aspx,/directory.aspx,directory,Building Official,building,Building,staff_directory
ct_hamden,https://www.hamden.com/Directory.aspx?did=9,/Directory.aspx,/directory.aspx,directory,Building Official,building,Building,staff_directory
ct_hamden,https://www.hamden.com/Directory.aspx?did=9,/Directory.aspx,/directory.aspx,directory,,,,staff_directory
ct_hamden,https://www.hamden.com/directory.aspx?EID=114,/directory.aspx,/directory.aspx,directory,,,,staff_directory
ct_hamden,https://www.hamden.com/directory.aspx?EID=116,/directory.aspx,/directory.aspx,directory,,,,staff_directory
ct_hamden,https://www.hamden.com/directory.aspx?EID=117,/directory.aspx,/directory.aspx,directory,,,,staff_directory
ct_hamden,https://www.hamden.com/directory.aspx?EID=118,/directory.aspx,/directory.aspx,directory,,,,staff_directory
ct_hamden,https://www.hamden.com/directory.aspx?EID=119,/directory.aspx,/directory.aspx,directory,,,,staff_directory
ct_hamden,https://www.hamden.com/directory.aspx?EID=121,/directory.aspx,/directory.aspx,directory,,,,staff_directory
ct_hamden,https://www.hamden.com/directory.aspx?EID=14,/directory.aspx,/directory.aspx,directory,,,,staff_directory
ct_hamden,https://www.hamden.com/directory.aspx?EID=151,/directory.aspx,/directory.aspx,directory,,,,staff_directory
ct_hamden,https://www.hamden.com/directory.aspx?EID=154,/directory.aspx,/directory.aspx,directory,,,,staff_directory
ct_hamden,https://www.hamden.com/directory.aspx?EID=155,/directory.aspx,/directory.aspx,directory,,,,staff_directory
ct_hamden,https://www.hamden.com/directory.aspx?EID=170,/directory.aspx,/directory.aspx,directory,,,,staff_directory
ct_hamden,https://www.hamden.com/directory.aspx?EID=179,/directory.aspx,/directory.aspx,directory,,,,staff_directory
ct_hamden,https://www.hamden.com/directory.aspx?EID=183,/directory.aspx,/directory.aspx,directory,,,,staff_directory
ct_hamden,https://www.hamden.com/directory.aspx?EID=193,/directory.aspx,/directory.aspx,directory,,,,staff_directory
ct_hamden,https://www.hamden.com/directory.aspx?EID=224,/directory.aspx,/directory.aspx,directory,,,,staff_directory
ct_hamden,https://www.hamden.com/directory.aspx?EID=233,/directory.aspx,/directory.aspx,directory,,,,staff_directory
ct_hamden,https://www.hamden.com/154/Fire-Department,/154/Fire-Department,/154/fire-department,other,,,,other
ct_hamden,https://www.hamden.com/154/Fire-Department,/154/Fire-Department,/154/fire-department,other,Mayor,chief_executive,Mayor's Office,other
ct_hamden,https://www.hamden.com/154/Fire-Department,/154/Fire-Department,/154/fire-department,other,,,,other
ct_hamden,https://www.hamden.com/154/Fire-Department,/154/Fire-Department,/154/fire-department,other,,,,other
ct_hamden,https://www.hamden.com/154/Fire-Department,/154/Fire-Department,/154/fire-department,other,,,,other
ct_hamden,https://www.hamden.com/154/Fire-Department,/154/Fire-Department,/154/fire-department,other,,,,other
ct_hamden,https://www.hamden.com/154/Fire-Department,/154/Fire-Department,/154/fire-department,other,,,,other
ct_hamden,https://www.hamden.com/154/Fire-Department,/154/Fire-Department,/154/fire-department,other,,,,other
ct_hamden,https://www.hamden.com/199/Planning-Zoning,/199/Planning-Zoning,/199/planning-zoning,planning,,,Planning & Zoning,department_page
ct_hamden,https://www.hamden.com/199/Planning-Zoning,/199/Planning-Zoning,/199/planning-zoning,planning,Planner,planning_zoning,Planning & Zoning,department_page
ct_hamden,https://www.hamden.com/199/Planning-Zoning,/199/Planning-Zoning,/199/planning-zoning,planning,Planner,planning_zoning,Planning & Zoning,department_page
ct_hamden,https://www.hamden.com/199/Planning-Zoning,/199/Planning-Zoning,/199/planning-zoning,planning,,,Planning & Zoning,department_page
ct_hamden,https://www.hamden.com/199/Planning-Zoning,/199/Planning-Zoning,/199/planning-zoning,planning,Planner,planning_zoning,Planning & Zoning,department_page
ct_hamden,https://www.hamden.com/199/Planning-Zoning,/199/Planning-Zoning,/199/planning-zoning,planning,Planner,planning_zoning,Planning & Zoning,department_page
ct_hamden,https://www.hamden.com/199/Planning-Zoning,/199/Planning-Zoning,/199/planning-zoning,planning,Planner,planning_zoning,Planning & Zoning,department_page
ct_hamden,https://www.hamden.com/199/Planning-Zoning,/199/Planning-Zoning,/199/planning-zoning,planning,Planner,planning_zoning,Planning & Zoning,department_page
ct_hamden,https://www.hamden.com/199/Planning-Zoning,/199/Planning-Zoning,/199/planning-zoning,planning,Planner,planning_zoning,Planning & Zoning,department_page
ct_hamden,https://www.hamden.com/199/Planning-Zoning,/199/Planning-Zoning,/199/planning-zoning,planning,Planner,planning_zoning,Planning & Zoning,department_page
ct_hamden,https://www.hamden.com/199/Planning-Zoning,/199/Planning-Zoning,/199/planning-zoning,planning,Planner,planning_zoning,Planning & Zoning,department_page
ct_hamden,https://www.hamden.com/416/Planning-Zoning-Commission,/416/Planning-Zoning-Commission,/416/planning-zoning-commission,planning,Planner,planning_zoning,Planning & Zoning,department_page
ct_hamden,https://www.hamden.com/416/Planning-Zoning-Commission,/416/Planning-Zoning-Commission,/416/planning-zoning-commission,planning,Planner,planning_zoning,Planning & Zoning,department_page
ct_hamden,https://www.hamden.com/416/Planning-Zoning-Commission,/416/Planning-Zoning-Commission,/416/planning-zoning-commission,planning,Planner,planning_zoning,Planning & Zoning,department_page
ct_north_branford,https://www.northbranfordct.gov/180/Departments,/180/Departments,/180/departments,assessor,Assessor,assessor,Assessor,staff_directory
ct_north_branford,https://www.northbranfordct.gov/224/Fire-Department,/224/Fire-Department,/224/fire-department,assessor,Assessor,assessor,Assessor,other
ct_north_branford,https://www.northbranfordct.gov/231/Planning-Zoning-Department,/231/Planning-Zoning-Department,/231/planning-zoning-department,assessor,Assessor,assessor,Planning & Zoning,department_page
ct_north_branford,https://www.northbranfordct.gov/233/Police-Department,/233/Police-Department,/233/police-department,assessor,Assessor,assessor,Assessor,other
ct_north_branford,https://www.northbranfordct.gov/205/Building-Department,/205/Building-Department,/205/building-department,building,Building Official,building,Building,department_page
ct_north_branford,https://www.northbranfordct.gov/205/Building-Department,/205/Building-Department,/205/building-department,building,Building Official,building,Building,department_page
ct_north_branford,https://www.northbranfordct.gov/205/Building-Department,/205/Building-Department,/205/building-department,building,Building Official,building,Building,department_page
ct_north_branford,https://www.northbranfordct.gov/206/Activities-Requiring-a-Building-Permit,/206/Activities-Requiring-a-Building-Permit,/206/activities-requiring-a-building-permit,building,,,,department_page
ct_north_branford,https://www.northbranfordct.gov/207/Building-Permit-Application-Submittal-Is,/207/Building-Permit-Application-Submittal-Is,/207/building-permit-application-submittal-is,building,Building Official,building,Building,department_page
ct_north_branford,https://www.northbranfordct.gov/207/Building-Permit-Application-Submittal-Is,/207/Building-Permit-Application-Submittal-Is,/207/building-permit-application-submittal-is,building,,,,department_page
ct_north_branford,https://www.northbranfordct.gov/207/Building-Permit-Application-Submittal-Is,/207/Building-Permit-Application-Submittal-Is,/207/building-permit-application-submittal-is,building,,,,department_page
ct_north_branford,https://www.northbranfordct.gov/210/Building-Permit-Fees,/210/Building-Permit-Fees,/210/building-permit-fees,building,,,,department_page
ct_north_branford,https://www.northbranfordct.gov/257/Town-Clerk,/257/Town-Clerk,/257/town-clerk,clerk,Town Clerk,town_clerk,Town Clerk,department_page
ct_north_branford,https://www.northbranfordct.gov/257/Town-Clerk,/257/Town-Clerk,/257/town-clerk,clerk,Town Clerk,town_clerk,Town Clerk,department_page
ct_north_branford,https://www.northbranfordct.gov/180/Departments,/180/Departments,/180/departments,departments_root,,,,staff_directory
ct_north_branford,https://www.northbranfordct.gov/Directory.aspx,/Directory.aspx,/directory.aspx,directory,Assessor,assessor,Assessor,staff_directory
ct_north_branford,https://www.northbranfordct.gov/Directory.aspx,/Directory.aspx,/directory.aspx,directory,,,"Fire Chief Parks, Recreation, & Senior Center Library System",staff_directory
ct_north_branford,https://www.northbranfordct.gov/Directory.aspx,/Directory.aspx,/directory.aspx,directory,,,Registrar,staff_directory
ct_north_branford,https://www.northbranfordct.gov/Directory.aspx,/Directory.aspx,/directory.aspx,directory,Planner,planning_zoning,Planning & Zoning,staff_directory
ct_north_branford,https://www.northbranfordct.gov/Directory.aspx,/Directory.aspx,/directory.aspx,directory,Assessor,assessor,Assessor,staff_directory
ct_north_branford,https://www.northbranfordct.gov/Directory.aspx,/Directory.aspx,/directory.aspx,directory,Building Official,building,Building,staff_directory
ct_north_branford,https://www.northbranfordct.gov/Directory.aspx,/Directory.aspx,/directory.aspx,directory,Planner,planning_zoning,Planning & Zoning,staff_directory
ct_north_branford,https://www.northbranfordct.gov/Directory.aspx,/Directory.aspx,/directory.aspx,directory,,,Registrar,staff_directory
ct_north_branford,https://www.northbranfordct.gov/Directory.aspx,/Directory.aspx,/directory.aspx,directory,Tax Collector,tax_collector,Tax Collector,staff_directory
ct_north_branford,https://www.northbranfordct.gov/Directory.aspx,/Directory.aspx,/directory.aspx,directory,Town Clerk,town_clerk,Town Clerk,staff_directory
ct_north_branford,https://www.northbranfordct.gov/Directory.aspx,/Directory.aspx,/directory.aspx,directory,,,"Fire Department Fire Chief Parks, Recreation, & Senior Center",staff_directory
ct_north_branford,https://www.northbranfordct.gov/Directory.aspx,/Directory.aspx,/directory.aspx,directory,Assessor,assessor,Assessor,staff_directory
ct_north_branford,https://www.northbranfordct.gov/Directory.aspx,/Directory.aspx,/directory.aspx,directory,Tax Collector,tax_collector,Tax Collector,staff_directory
ct_north_branford,https://www.northbranfordct.gov/Directory.aspx,/Directory.aspx,/directory.aspx,directory,Town Clerk,town_clerk,Town Clerk,staff_directory
ct_north_branford,https://www.northbranfordct.gov/Directory.aspx,/Directory.aspx,/directory.aspx,directory,Building Official,building,Building,staff_directory
ct_north_branford,https://www.northbranfordct.gov/Directory.aspx,/Directory.aspx,/directory.aspx,directory,,finance,Finance,staff_directory
ct_north_branford,https://www.northbranfordct.gov/Directory.aspx,/Directory.aspx,/directory.aspx,directory,Planner,planning_zoning,Planning & Zoning,staff_directory
ct_north_branford,https://www.northbranfordct.gov/Directory.aspx,/Directory.aspx,/directory.aspx,directory,,,,staff_directory
ct_north_branford,https://www.northbranfordct.gov/Directory.aspx,/Directory.aspx,/directory.aspx,directory,Town Manager,chief_executive,Town Manager,staff_directory
ct_north_branford,https://www.northbranfordct.gov/Directory.aspx,/Directory.aspx,/directory.aspx,directory,,,,staff_directory
ct_north_branford,https://www.northbranfordct.gov/Directory.aspx,/Directory.aspx,/directory.aspx,directory,,,,staff_directory
ct_north_branford,https://www.northbranfordct.gov/Directory.aspx,/Directory.aspx,/directory.aspx,directory,,,,staff_directory
ct_north_branford,https://www.northbranfordct.gov/Directory.aspx,/Directory.aspx,/directory.aspx,directory,,,,staff_directory
ct_north_branford,https://www.northbranfordct.gov/Directory.aspx,/Directory.aspx,/directory.aspx,directory,,,,staff_directory
ct_north_branford,https://www.northbranfordct.gov/Directory.aspx,/Directory.aspx,/directory.aspx,directory,,,,staff_directory
ct_north_branford,https://www.northbranfordct.gov/Directory.aspx?did=13,/Directory.aspx,/directory.aspx,directory,,,,staff_directory
ct_north_branford,https://www.northbranfordct.gov/Directory.aspx?did=13,/Directory.aspx,/directory.aspx,directory,Town Manager,chief_executive,Town Manager,staff_directory
ct_north_branford,https://www.northbranfordct.gov/Directory.aspx?did=13,/Directory.aspx,/directory.aspx,directory,Town Manager,chief_executive,Town Manager,staff_directory
ct_north_branford,https://www.northbranfordct.gov/Directory.aspx?did=13,/Directory.aspx,/directory.aspx,directory,,,,staff_directory
ct_north_branford,https://www.northbranfordct.gov/Directory.aspx?did=13,/Directory.aspx,/directory.aspx,directory,,,,staff_directory
ct_north_branford,https://www.northbranfordct.gov/Directory.aspx?did=13,/Directory.aspx,/directory.aspx,directory,Town Manager,chief_executive,Town Manager,staff_directory
ct_north_branford,https://www.northbranfordct.gov/Directory.aspx?did=14,/Directory.aspx,/directory.aspx,directory,,,,staff_directory
ct_north_branford,https://www.northbranfordct.gov/Directory.aspx?did=14,/Directory.aspx,/directory.aspx,directory,Building Official,building,Building,staff_directory
ct_north_branford,https://www.northbranfordct.gov/Directory.aspx?did=14,/Directory.aspx,/directory.aspx,directory,Building Official,building,Building,staff_directory
ct_north_branford,https://www.northbranfordct.gov/Directory.aspx?did=14,/Directory.aspx,/directory.aspx,directory,,,,staff_directory
ct_north_branford,https://www.northbranfordct.gov/Directory.aspx?did=14,/Directory.aspx,/directory.aspx,directory,,,,staff_directory
ct_north_branford,https://www.northbranfordct.gov/Directory.aspx?did=19,/Directory.aspx,/directory.aspx,directory,Finance Director,finance,Finance,staff_directory
ct_north_branford,https://www.northbranfordct.gov/Directory.aspx?did=19,/Directory.aspx,/directory.aspx,directory,,,,staff_directory
ct_north_branford,https://www.northbranfordct.gov/Directory.aspx?did=19,/Directory.aspx,/directory.aspx,directory,Finance Director,finance,Finance,staff_directory
ct_north_branford,https://www.northbranfordct.gov/Directory.aspx?did=19,/Directory.aspx,/directory.aspx,directory,,,,staff_directory
ct_north_branford,https://www.northbranfordct.gov/Directory.aspx?did=19,/Directory.aspx,/directory.aspx,directory,,,,staff_directory
ct_north_branford,https://www.northbranfordct.gov/Directory.aspx?did=19,/Directory.aspx,/directory.aspx,directory,,finance,Finance,staff_directory
ct_north_branford,https://www.northbranfordct.gov/Directory.aspx?did=20,/Directory.aspx,/directory.aspx,directory,,,,staff_directory
ct_north_branford,https://www.northbranfordct.gov/Directory.aspx?did=20,/Directory.aspx,/directory.aspx,directory,,,,staff_directory
ct_north_branford,https://www.northbranfordct.gov/Directory.aspx?did=20,/Directory.aspx,/directory.aspx,directory,,,,staff_directory
ct_north_branford,https://www.northbranfordct.gov/Directory.aspx?did=20,/Directory.aspx,/directory.aspx,directory,,,,staff_directory
ct_north_branford,https://www.northbranfordct.gov/Directory.aspx?did=23,/Directory.aspx,/directory.aspx,directory,Planner,planning_zoning,Planning & Zoning,staff_directory
ct_north_branford,https://www.northbranfordct.gov/Directory.aspx?did=23,/Directory.aspx,/directory.aspx,directory,Planner,planning_zoning,,staff_directory
ct_north_branford,https://www.northbranfordct.gov/Directory.aspx?did=23,/Directory.aspx,/directory.aspx,directory,,,,staff_directory
ct_north_branford,https://www.northbranfordct.gov/Directory.aspx?did=23,/Directory.aspx,/directory.aspx,directory,,,,staff_directory
ct_north_branford,https://www.northbranfordct.gov/Directory.aspx?did=24,/Directory.aspx,/directory.aspx,directory,,,,staff_directory
ct_north_branford,https://www.northbranfordct.gov/Directory.aspx?did=24,/Directory.aspx,/directory.aspx,directory,,,,staff_directory
ct_north_branford,https://www.northbranfordct.gov/Directory.aspx?did=24,/Directory.aspx,/directory.aspx,directory,,,,staff_directory
ct_north_branford,https://www.northbranfordct.gov/Directory.aspx?did=24,/Directory.aspx,/directory.aspx,directory,,,,staff_directory
ct_north_branford,https://www.northbranfordct.gov/Directory.aspx?did=24,/Directory.aspx,/directory.aspx,directory,,,,staff_directory
ct_north_branford,https://www.northbranfordct.gov/Directory.aspx?did=24,/Directory.aspx,/directory.aspx,directory,,,,staff_directory
ct_north_branford,https://www.northbranfordct.gov/Directory.aspx?did=24,/Directory.aspx,/directory.aspx,directory,,,,staff_directory
ct_north_branford,https://www.northbranfordct.gov/Directory.aspx?did=24,/Directory.aspx,/directory.aspx,directory,,,,staff_directory
ct_north_branford,https://www.northbranfordct.gov/Directory.aspx?did=39,/Directory.aspx,/directory.aspx,directory,Tax Collector,tax_collector,Tax Collector,staff_directory
ct_north_branford,https://www.northbranfordct.gov/Directory.aspx?did=39,/Directory.aspx,/directory.aspx,directory,Tax Collector,tax_collector,Tax Collector,staff_directory
ct_north_branford,https://www.northbranfordct.gov/Directory.aspx?did=39,/Directory.aspx,/directory.aspx,directory,Tax Collector,tax_collector,Tax Collector,staff_directory
ct_north_branford,https://www.northbranfordct.gov/Directory.aspx?did=39,/Directory.aspx,/directory.aspx,directory,,,,staff_directory
ct_north_branford,https://www.northbranfordct.gov/Directory.aspx?did=40,/Directory.aspx,/directory.aspx,directory,Town Clerk,town_clerk,Town Clerk,staff_directory
ct_north_branford,https://www.northbranfordct.gov/Directory.aspx?did=40,/Directory.aspx,/directory.aspx,directory,Town Clerk,town_clerk,Town Clerk,staff_directory
ct_north_branford,https://www.northbranfordct.gov/Directory.aspx?did=40,/Directory.aspx,/directory.aspx,directory,,,,staff_directory
ct_north_branford,https://www.northbranfordct.gov/Directory.aspx?did=40,/Directory.aspx,/directory.aspx,directory,,,,staff_directory
ct_north_branford,https://www.northbranfordct.gov/directory.aspx?DID=44,/directory.aspx,/directory.aspx,directory,,,,staff_directory
ct_north_branford,https://www.northbranfordct.gov/directory.aspx?DID=44,/directory.aspx,/directory.aspx,directory,,,,staff_directory
ct_north_branford,https://www.northbranfordct.gov/directory.aspx?DID=44,/directory.aspx,/directory.aspx,directory,,,,staff_directory
ct_north_branford,https://www.northbranfordct.gov/directory.aspx?DID=44,/directory.aspx,/directory.aspx,directory,,,,staff_directory
ct_north_branford,https://www.northbranfordct.gov/directory.aspx?EID=15,/directory.aspx,/directory.aspx,directory,,,,staff_directory
ct_north_branford,https://www.northbranfordct.gov/directory.aspx?EID=16,/directory.aspx,/directory.aspx,directory,,,,staff_directory
ct_north_branford,https://www.northbranfordct.gov/directory.aspx?EID=18,/directory.aspx,/directory.aspx,directory,,,,staff_directory
ct_north_branford,https://www.northbranfordct.gov/directory.aspx?EID=19,/directory.aspx,/directory.aspx,directory,,,,staff_directory
ct_north_branford,https://www.northbranfordct.gov/directory.aspx?EID=26,/directory.aspx,/directory.aspx,directory,Planner,planning_zoning,,staff_directory
ct_north_branford,https://www.northbranfordct.gov/directory.aspx?EID=26,/directory.aspx,/directory.aspx,directory,,,,staff_directory
ct_north_branford,https://www.northbranfordct.gov/directory.aspx?EID=33,/directory.aspx,/directory.aspx,directory,Town Clerk,town_clerk,Town Clerk,staff_directory
ct_north_branford,https://www.northbranfordct.gov/directory.aspx?EID=33,/directory.aspx,/directory.aspx,directory,,,,staff_directory
ct_north_branford,https://www.northbranfordct.gov/directory.aspx?EID=34,/directory.aspx,/directory.aspx,directory,Town Clerk,town_clerk,Town Clerk,staff_directory
ct_north_branford,https://www.northbranfordct.gov/directory.aspx?EID=34,/directory.aspx,/directory.aspx,directory,,,,staff_directory
ct_north_branford,https://www.northbranfordct.gov/directory.aspx?EID=39,/directory.aspx,/directory.aspx,directory,,,,staff_directory
ct_north_branford,https://www.northbranfordct.gov/directory.aspx?EID=41,/directory.aspx,/directory.aspx,directory,,,,staff_directory
ct_north_branford,https://www.northbranfordct.gov/directory.aspx?EID=67,/directory.aspx,/directory.aspx,directory,,,,staff_directory
ct_north_branford,https://www.northbranfordct.gov/directory.aspx?EID=71,/directory.aspx,/directory.aspx,directory,Town Clerk,town_clerk,Town Clerk,staff_directory
ct_north_branford,https://www.northbranfordct.gov/directory.aspx?EID=71,/directory.aspx,/directory.aspx,directory,,,,staff_directory
ct_north_branford,https://www.northbranfordct.gov/directory.aspx?EID=72,/directory.aspx,/directory.aspx,directory,,,,staff_directory
ct_north_branford,https://www.northbranfordct.gov/directory.aspx?EID=73,/directory.aspx,/directory.aspx,directory,,,,staff_directory
ct_north_branford,https://www.northbranfordct.gov/directory.aspx?EID=74,/directory.aspx,/directory.aspx,directory,Tax Collector,tax_collector,Tax Collector,staff_directory
ct_north_branford,https://www.northbranfordct.gov/directory.aspx?EID=74,/directory.aspx,/directory.aspx,directory,,,,staff_directory
ct_north_branford,https://www.northbranfordct.gov/directory.aspx?EID=78,/directory.aspx,/directory.aspx,directory,,,,staff_directory
ct_north_branford,https://www.northbranfordct.gov/directory.aspx?EID=8,/directory.aspx,/directory.aspx,directory,,,,staff_directory
ct_north_branford,https://www.northbranfordct.gov/directory.aspx?EID=80,/directory.aspx,/directory.aspx,directory,,,,staff_directory
ct_north_branford,https://www.northbranfordct.gov/directory.aspx?EID=81,/directory.aspx,/directory.aspx,directory,,,,staff_directory
ct_north_branford,https://www.northbranfordct.gov/directory.aspx?EID=9,/directory.aspx,/directory.aspx,directory,,,,staff_directory
ct_north_branford,https://www.northbranfordct.gov/223/Finance-Department,/223/Finance-Department,/223/finance-department,finance,Finance Director,finance,Finance,other
ct_north_branford,https://www.northbranfordct.gov/223/Finance-Department,/223/Finance-Department,/223/finance-department,finance,,,,other
ct_north_branford,https://www.northbranfordct.gov/224/Fire-Department,/224/Fire-Department,/224/fire-department,other,,,,other
ct_north_branford,https://www.northbranfordct.gov/224/Fire-Department,/224/Fire-Department,/224/fire-department,other,,,,other
ct_north_branford,https://www.northbranfordct.gov/233/Police-Department,/233/Police-Department,/233/police-department,other,,,,other
ct_north_branford,https://www.northbranfordct.gov/255/Tax-Department,/255/Tax-Department,/255/tax-department,other,,,,department_page
ct_north_branford,https://www.northbranfordct.gov/231/Planning-Zoning-Department,/231/Planning-Zoning-Department,/231/planning-zoning-department,planning,Planner,planning_zoning,Planning & Zoning,department_page
ct_north_branford,https://www.northbranfordct.gov/249/Planning-Zoning-Commission,/249/Planning-Zoning-Commission,/249/planning-zoning-commission,planning,Planner,planning_zoning,Planning & Zoning,department_page
ct_north_branford,https://www.northbranfordct.gov/255/Tax-Department,/255/Tax-Department,/255/tax-department,tax,Tax Collector,tax_collector,Tax Collector,department_page
ct_north_branford,https://www.northbranfordct.gov/255/Tax-Department,/255/Tax-Department,/255/tax-department,tax,Tax Collector,tax_collector,Tax Collector,department_page
ct_north_branford,https://www.northbranfordct.gov/255/Tax-Department,/255/Tax-Department,/255/tax-department,tax,Tax Collector,tax_collector,Tax Collector,department_page
ct_north_branford,https://www.northbranfordct.gov/255/Tax-Department,/255/Tax-Department,/255/tax-department,tax,Tax Collector,tax_collector,Tax Collector,department_page
ct_trumbull,https://www.trumbull-ct.gov/274/Tax-Assessor,/274/Tax-Assessor,/274/tax-assessor,assessor,Assessor,assessor,Assessor,department_page
ct_trumbull,https://www.trumbull-ct.gov/274/Tax-Assessor,/274/Tax-Assessor,/274/tax-assessor,assessor,Assessor,assessor,Assessor,department_page
ct_trumbull,https://www.trumbull-ct.gov/274/Tax-Assessor,/274/Tax-Assessor,/274/tax-assessor,assessor,Assessor,assessor,Assessor,department_page
ct_trumbull,https://www.trumbull-ct.gov/274/Tax-Assessor,/274/Tax-Assessor,/274/tax-assessor,assessor,Assessor,assessor,Assessor,department_page
ct_trumbull,https://www.trumbull-ct.gov/274/Tax-Assessor,/274/Tax-Assessor,/274/tax-assessor,assessor,Assessor,assessor,Assessor,department_page
ct_trumbull,https://www.trumbull-ct.gov/280/Tax-Collector,/280/Tax-Collector,/280/tax-collector,assessor,Tax Collector,tax_collector,Assessor,department_page
ct_trumbull,https://www.trumbull-ct.gov/280/Tax-Collector,/280/Tax-Collector,/280/tax-collector,assessor,Assessor,assessor,Tax Collector,department_page
ct_trumbull,https://www.trumbull-ct.gov/280/Tax-Collector,/280/Tax-Collector,/280/tax-collector,clerk,Tax Collector,tax_collector,Tax Collector,department_page
ct_trumbull,https://www.trumbull-ct.gov/283/Town-Clerk,/283/Town-Clerk,/283/town-clerk,clerk,Town Clerk,town_clerk,Town Clerk,department_page
ct_trumbull,https://www.trumbull-ct.gov/283/Town-Clerk,/283/Town-Clerk,/283/town-clerk,clerk,Town Clerk,town_clerk,Town Clerk,department_page
ct_trumbull,https://www.trumbull-ct.gov/283/Town-Clerk,/283/Town-Clerk,/283/town-clerk,clerk,Town Clerk,town_clerk,Town Clerk,department_page
ct_trumbull,https://www.trumbull-ct.gov/Directory.aspx?did=11,/Directory.aspx,/directory.aspx,directory,Finance Director,finance,Finance,staff_directory
ct_trumbull,https://www.trumbull-ct.gov/Directory.aspx?did=11,/Directory.aspx,/directory.aspx,directory,,,,staff_directory
ct_trumbull,https://www.trumbull-ct.gov/Directory.aspx?did=11,/Directory.aspx,/directory.aspx,directory,,,,staff_directory
ct_trumbull,https://www.trumbull-ct.gov/Directory.aspx?did=11,/Directory.aspx,/directory.aspx,directory,,,,staff_directory
ct_trumbull,https://www.trumbull-ct.gov/Directory.aspx?did=11,/Directory.aspx,/directory.aspx,directory,,,,staff_directory
ct_trumbull,https://www.trumbull-ct.gov/Directory.aspx?did=11,/Directory.aspx,/directory.aspx,directory,,,,staff_directory
ct_trumbull,https://www.trumbull-ct.gov/Directory.aspx?did=11,/Directory.aspx,/directory.aspx,directory,,,,staff_directory
ct_trumbull,https://www.trumbull-ct.gov/Directory.aspx?did=11,/Directory.aspx,/directory.aspx,directory,,,,staff_directory
ct_trumbull,https://www.trumbull-ct.gov/Directory.aspx?did=11,/Directory.aspx,/directory.aspx,directory,,,,staff_directory
ct_trumbull,https://www.trumbull-ct.gov/Directory.aspx?did=11,/Directory.aspx,/directory.aspx,directory,Finance Director,finance,Finance,staff_directory
ct_trumbull,https://www.trumbull-ct.gov/Directory.aspx?did=11,/Directory.aspx,/directory.aspx,directory,Finance Director,finance,Finance,staff_directory
ct_trumbull,https://www.trumbull-ct.gov/Directory.aspx?did=11,/Directory.aspx,/directory.aspx,directory,,,,staff_directory
ct_trumbull,https://www.trumbull-ct.gov/Directory.aspx?did=11,/Directory.aspx,/directory.aspx,directory,Finance Director,finance,Finance,staff_directory
ct_trumbull,https://www.trumbull-ct.gov/Directory.aspx?did=11,/Directory.aspx,/directory.aspx,directory,Finance Director,finance,Finance,staff_directory
ct_trumbull,https://www.trumbull-ct.gov/Directory.aspx?did=11,/Directory.aspx,/directory.aspx,directory,Finance Director,finance,Finance,staff_directory
ct_trumbull,https://www.trumbull-ct.gov/Directory.aspx?did=17,/Directory.aspx,/directory.aspx,directory,,,Abigail Farrell Administrative Clerk,staff_directory
ct_trumbull,https://www.trumbull-ct.gov/Directory.aspx?did=17,/Directory.aspx,/directory.aspx,directory,Planner,planning_zoning,Planning & Zoning,staff_directory
ct_trumbull,https://www.trumbull-ct.gov/Directory.aspx?did=17,/Directory.aspx,/directory.aspx,directory,Planner,planning_zoning,,staff_directory
ct_trumbull,https://www.trumbull-ct.gov/Directory.aspx?did=17,/Directory.aspx,/directory.aspx,directory,,,,staff_directory
ct_trumbull,https://www.trumbull-ct.gov/Directory.aspx?did=17,/Directory.aspx,/directory.aspx,directory,,,Abigail Farrell Administrative Clerk,staff_directory
ct_trumbull,https://www.trumbull-ct.gov/Directory.aspx?did=17,/Directory.aspx,/directory.aspx,directory,Planner,planning_zoning,,staff_directory
ct_trumbull,https://www.trumbull-ct.gov/Directory.aspx?did=17,/Directory.aspx,/directory.aspx,directory,Planner,planning_zoning,Planning & Zoning,staff_directory
ct_trumbull,https://www.trumbull-ct.gov/Directory.aspx?did=17,/Directory.aspx,/directory.aspx,directory,,,,staff_directory
ct_trumbull,https://www.trumbull-ct.gov/Directory.aspx?did=17,/Directory.aspx,/directory.aspx,directory,Planner,planning_zoning,Planning & Zoning,staff_directory
ct_trumbull,https://www.trumbull-ct.gov/Directory.aspx?did=29,/Directory.aspx,/directory.aspx,directory,Assessor,assessor,Assessor,staff_directory
