municipality_id,source_url,normalized_path,canonical_path,category,role_normalized,role_family,department_normalized,page_type
ct_franklin,https://www.franklinct.gov/assessor/pages/property-record-cards,/assessor/pages/property-record-cards,/assessor/pages/property-record-cards,assessor,First Selectman,chief_executive,Assessor,department_page
ct_franklin,https://www.franklinct.gov/assessor/pages/property-record-cards,/assessor/pages/property-record-cards,/assessor/pages/property-record-cards,assessor,Assessor,assessor,Assessor,department_page
ct_franklin,https://www.franklinct.gov/tax-collector,/tax-collector,/tax-collector,assessor,Assessor,assessor,Assessor,department_page
ct_franklin,https://www.franklinct.gov/building-department,/building-department,/building-department,building,Building Official,building,Building,department_page
ct_franklin,https://www.franklinct.gov/building-department,/building-department,/building-department,building,Building Official,building,Building,department_page
ct_franklin,https://www.franklinct.gov/building-department,/building-department,/building-department,building,First Selectman,chief_executive,Building,department_page
ct_franklin,https://www.franklinct.gov/building-department,/building-department,/building-department,building,Building Official,building,Building,department_page
ct_franklin,https://www.franklinct.gov/building-department,/building-department,/building-department,building,,,Building,department_page
ct_franklin,https://www.franklinct.gov/building-department,/building-department,/building-department,clerk,Town Clerk,town_clerk,Building,department_page
ct_franklin,https://www.franklinct.gov/home/news/town-clerk-office-will-be-closed-thursday-april-16th-2026,/home/news/town-clerk-office-will-be-closed-thursday-april-16th-2026,/home/news/town-clerk-office-will-be-closed-thursday-april-16th-2026,clerk,Town Clerk,town_clerk,Town Clerk,department_page
ct_franklin,https://www.franklinct.gov/home/news/town-clerk-office-will-be-closed-thursday-april-16th-2026,/home/news/town-clerk-office-will-be-closed-thursday-april-16th-2026,/home/news/town-clerk-office-will-be-closed-thursday-april-16th-2026,clerk,First Selectman,chief_executive,Town Clerk,department_page
ct_franklin,https://www.franklinct.gov/home/news/town-clerk-office-will-be-closed-thursday-april-16th-2026,/home/news/town-clerk-office-will-be-closed-thursday-april-16th-2026,/home/news/town-clerk-office-will-be-closed-thursday-april-16th-2026,clerk,Town Clerk,town_clerk,Town Clerk,department_page
ct_franklin,https://www.franklinct.gov/town-clerk,/town-clerk,/town-clerk,clerk,First Selectman,chief_executive,Town Clerk,department_page
ct_franklin,https://www.franklinct.gov/town-clerk,/town-clerk,/town-clerk,clerk,Town Clerk,town_clerk,Town Clerk,department_page
ct_franklin,https://www.franklinct.gov/town-clerk,/town-clerk,/town-clerk,clerk,Town Clerk,town_clerk,Town Clerk,department_page
ct_franklin,https://www.franklinct.gov/town-clerk/pages/public-records-search,/town-clerk/pages/public-records-search,/town-clerk/pages/public-records-search,clerk,First Selectman,chief_executive,Town Clerk,department_page
ct_franklin,https://www.franklinct.gov/town-clerk/pages/public-records-search,/town-clerk/pages/public-records-search,/town-clerk/pages/public-records-search,clerk,Town Clerk,town_clerk,Town Clerk,department_page
ct_franklin,https://www.franklinct.gov/tax-collector,/tax-collector,/tax-collector,tax,Tax Collector,tax_collector,Tax Collector,department_page
ct_franklin,https://www.franklinct.gov/tax-collector,/tax-collector,/tax-collector,tax,First Selectman,chief_executive,Tax Collector,department_page
ct_franklin,https://www.franklinct.gov/tax-collector,/tax-collector,/tax-collector,tax,Tax Collector,tax_collector,Tax Collector,department_page
ct_franklin,https://www.franklinct.gov/tax-collector,/tax-collector,/tax-collector,tax,,,Tax Collector,department_page
ct_hamden,https://www.hamden.com/168/Assessors-Office,/168/Assessors-Office,/168/assessors-office,assessor,Assessor,assessor,Assessor,department_page
ct_hamden,https://www.hamden.com/168/Assessors-Office,/168/Assessors-Office,/168/assessors-office,assessor,Assessor,assessor,Assessor,department_page
ct_hamden,https://www.hamden.com/174/Building,/174/Building,/174/building,assessor,Assessor,assessor,Assessor,department_page
ct_hamden,https://www.hamden.com/174/Building,/174/Building,/174/building,building,Building Official,building,Building,department_page
ct_hamden,https://www.hamden.com/174/Building,/174/Building,/174/building,building,Building Official,building,Building,department_page
ct_hamden,https://www.hamden.com/174/Building,/174/Building,/174/building,building,Building Official,building,Building,department_page
ct_hamden,https://www.hamden.com/174/Building,/174/Building,/174/building,building,Building Official,building,Building,department_page
ct_hamden,https://www.hamden.com/174/Building,/174/Building,/174/building,building,Building Official,building,Building,department_page
ct_hamden,https://www.hamden.com/174/Building,/174/Building,/174/building,building,Building Official,building,Building,department_page
ct_hamden,https://www.hamden.com/174/Building,/174/Building,/174/building,building,Building Official,building,Building,department_page
ct_hamden,https://www.hamden.com/174/Building,/174/Building,/174/building,building,,,,department_page
ct_hamden,https://www.hamden.com/174/Building,/174/Building,/174/building,building,Building Official,building,Building,department_page
ct_hamden,https://www.hamden.com/243/Town-Clerk,/243/Town-Clerk,/243/town-clerk,clerk,Town Clerk,town_clerk,Town Clerk,department_page
ct_hamden,https://www.hamden.com/243/Town-Clerk,/243/Town-Clerk,/243/town-clerk,clerk,Town Clerk,town_clerk,Town Clerk,department_page
ct_hamden,https://www.hamden.com/243/Town-Clerk,/243/Town-Clerk,/243/town-clerk,clerk,Town Clerk,town_clerk,Town Clerk,department_page
ct_hamden,https://www.hamden.com/243/Town-Clerk,/243/Town-Clerk,/243/town-clerk,clerk,Town Clerk,town_clerk,Town Clerk,department_page
ct_hamden,https://www.hamden.com/243/Town-Clerk,/243/Town-Clerk,/243/town-clerk,clerk,Town Clerk,town_clerk,Town Clerk,department_page
ct_hamden,https://www.hamden.com/243/Town-Clerk,/243/Town-Clerk,/243/town-clerk,clerk,Town Clerk,town_clerk,Town Clerk,department_page
ct_hamden,https://www.hamden.com/243/Town-Clerk,/243/Town-Clerk,/243/town-clerk,clerk,Town Clerk,town_clerk,Town Clerk,department_page
ct_hamden,https://www.hamden.com/243/Town-Clerk,/243/Town-Clerk,/243/town-clerk,clerk,Town Clerk,town_clerk,Town Clerk,department_page
ct_hamden,https://www.hamden.com/101/Departments,/101/Departments,/101/departments,departments_root,Mayor,chief_executive,Mayor's Office,staff_directory
ct_hamden,https://www.hamden.com/101/Departments,/101/Departments,/101/departments,departments_root,,,,staff_directory
ct_hamden,https://www.hamden.com/27/Departments-Resources,/27/Departments-Resources,/27/departments-resources,departments_root,Mayor,chief_executive,Mayor's Office,staff_directory
ct_hamden,https://www.hamden.com/27/Departments-Resources,/27/Departments-Resources,/27/departments-resources,departments_root,,,,staff_directory
ct_hamden,https://www.hamden.com/BusinessDirectoryii.aspx,/BusinessDirectoryii.aspx,/businessdirectoryii.aspx,directory,,,,staff_directory
ct_hamden,https://www.hamden.com/BusinessDirectoryii.aspx,/BusinessDirectoryii.aspx,/businessdirectoryii.aspx,directory,,,,staff_directory
ct_hamden,https://www.hamden.com/BusinessDirectoryii.aspx,/BusinessDirectoryii.aspx,/businessdirectoryii.aspx,directory,,,,staff_directory
ct_hamden,https://www.hamden.com/Directory.aspx,/Directory.aspx,/directory.aspx,directory,,,Human Resources,staff_directory
ct_hamden,https://www.hamden.com/Directory.aspx,/Directory.aspx,/directory.aspx,directory,Tax Collector,tax_collector,Tax Collector,staff_directory
ct_hamden,https://www.hamden.com/Directory.aspx,/Directory.aspx,/directory.aspx,directory,Assessor,assessor,Assessor,staff_directory
ct_hamden,https://www.hamden.com/Directory.aspx,/Directory.aspx,/directory.aspx,directory,Assessor,assessor,Assessor,staff_directory
ct_hamden,https://www.hamden.com/Directory.aspx,/Directory.aspx,/directory.aspx,directory,Assessor,assessor,Assessor,staff_directory
ct_hamden,https://www.hamden.com/Directory.aspx,/Directory.aspx,/directory.aspx,directory,Building Official,building,Building,staff_directory
ct_hamden,https://www.hamden.com/Directory.aspx,/Directory.aspx,/directory.aspx,directory,,,Human Resources,staff_directory
ct_hamden,https://www.hamden.com/Directory.aspx,/Directory.aspx,/directory.aspx,directory,Planner,planning_zoning,Planning & Zoning,staff_directory
ct_hamden,https://www.hamden.com/Directory.aspx,/Directory.aspx,/directory.aspx,directory,,,Registrar,staff_directory
ct_hamden,https://www.hamden.com/Directory.aspx,/Directory.aspx,/directory.aspx,directory,Tax Collector,tax_collector,Tax Collector,staff_directory
ct_hamden,https://www.hamden.com/Directory.aspx,/Directory.aspx,/directory.aspx,directory,Town Clerk,town_clerk,Town Clerk,staff_directory
ct_hamden,https://www.hamden.com/Directory.aspx,/Directory.aspx,/directory.aspx,directory,,,Hamden Emergency Management Fire Marshal's Office,staff_directory
ct_hamden,https://www.hamden.com/Directory.aspx,/Directory.aspx,/directory.aspx,directory,,,Representatives At-Large Hamden Public Library Hamden Police Department,staff_directory
ct_hamden,https://www.hamden.com/Directory.aspx,/Directory.aspx,/directory.aspx,directory,Assessor,assessor,Assessor,staff_directory
ct_hamden,https://www.hamden.com/Directory.aspx,/Directory.aspx,/directory.aspx,directory,,finance,Assessor,staff_directory
ct_hamden,https://www.hamden.com/Directory.aspx,/Directory.aspx,/directory.aspx,directory,Mayor,chief_executive,Planning & Zoning,staff_directory
ct_hamden,https://www.hamden.com/Directory.aspx,/Directory.aspx,/directory.aspx,directory,Tax Collector,tax_collector,Tax Collector,staff_directory
ct_hamden,https://www.hamden.com/Directory.aspx,/Directory.aspx,/directory.aspx,directory,Town Clerk,town_clerk,Town Clerk,staff_directory
ct_hamden,https://www.hamden.com/Directory.aspx,/Directory.aspx,/directory.aspx,directory,Building Official,building,Building,staff_directory
ct_hamden,https://www.hamden.com/Directory.aspx,/Directory.aspx,/directory.aspx,directory,Planner,planning_zoning,Planning & Zoning,staff_directory
ct_hamden,https://www.hamden.com/Directory.aspx,/Directory.aspx,/directory.aspx,directory,Mayor,chief_executive,Mayor's Office,staff_directory
ct_hamden,https://www.hamden.com/Directory.aspx,/Directory.aspx,/directory.aspx,directory,,,Fire Department Hamden Emergency Management,staff_directory
ct_hamden,https://www.hamden.com/Directory.aspx,/Directory.aspx,/directory.aspx,directory,,,Fire Marshal's Office Hamden Fire Training Division,staff_directory
ct_hamden,https://www.hamden.com/Directory.aspx,/Directory.aspx,/directory.aspx,directory,,,Hamden Police Department Hamden Public Works,staff_directory
ct_hamden,https://www.hamden.com/Directory.aspx,/Directory.aspx,/directory.aspx,directory,,,,staff_directory
ct_hamden,https://www.hamden.com/Directory.aspx,/Directory.aspx,/directory.aspx,directory,,finance,Finance,staff_directory
ct_hamden,https://www.hamden.com/Directory.aspx,/Directory.aspx,/directory.aspx,directory,,,,staff_directory
ct_hamden,https://www.hamden.com/Directory.aspx,/Directory.aspx,/directory.aspx,directory,,,,staff_directory
ct_hamden,https://www.hamden.com/Directory.aspx,/Directory.aspx,/directory.aspx,directory,,,,staff_directory
ct_hamden,https://www.hamden.com/Directory.aspx,/Directory.aspx,/directory.aspx,directory,,,,staff_directory
ct_hamden,https://www.hamden.com/Directory.aspx,/Directory.aspx,/directory.aspx,directory,,,,staff_directory
ct_hamden,https://www.hamden.com/Directory.aspx,/Directory.aspx,/directory.aspx,directory,,,,staff_directory
ct_hamden,https://www.hamden.com/Directory.aspx,/Directory.aspx,/directory.aspx,directory,,,,staff_directory
ct_hamden,https://www.hamden.com/Directory.aspx,/Directory.aspx,/directory.aspx,directory,,,,staff_directory
ct_hamden,https://www.hamden.com/Directory.aspx,/Directory.aspx,/directory.aspx,directory,,,,staff_directory
ct_hamden,https://www.hamden.com/Directory.aspx?DID=56,/Directory.aspx,/directory.aspx,directory,,,,staff_directory
ct_hamden,https://www.hamden.com/Directory.aspx?DID=56,/Directory.aspx,/directory.aspx,directory,,,,staff_directory
ct_hamden,https://www.hamden.com/Directory.aspx?DID=56,/Directory.aspx,/directory.aspx,directory,,,,staff_directory
ct_hamden,https://www.hamden.com/Directory.aspx?DID=56,/Directory.aspx,/directory.aspx,directory,,,,staff_directory
ct_hamden,https://www.hamden.com/Directory.aspx?DID=56,/Directory.aspx,/directory.aspx,directory,,,,staff_directory
ct_hamden,https://www.hamden.com/Directory.aspx?DID=56,/Directory.aspx,/directory.aspx,directory,,,,staff_directory
ct_hamden,https://www.hamden.com/Directory.aspx?DID=56,/Directory.aspx,/directory.aspx,directory,,,,staff_directory
ct_hamden,https://www.hamden.com/Directory.aspx?DID=56,/Directory.aspx,/directory.aspx,directory,,,,staff_directory
ct_hamden,https://www.hamden.com/Directory.aspx?did=20,/Directory.aspx,/directory.aspx,directory,,,,staff_directory
ct_hamden,https://www.hamden.com/Directory.aspx?did=20,/Directory.aspx,/directory.aspx,directory,,,,staff_directory
ct_hamden,https://www.hamden.com/Directory.aspx?did=20,/Directory.aspx,/directory.aspx,directory,,,,staff_directory
ct_hamden,https://www.hamden.com/Directory.aspx?did=20,/Directory.aspx,/directory.aspx,directory,,,,staff_directory
ct_hamden,https://www.hamden.com/Directory.aspx?did=20,/Directory.aspx,/directory.aspx,directory,Planner,planning_zoning,,staff_directory
ct_hamden,https://www.hamden.com/Directory.aspx?did=20,/Directory.aspx,/directory.aspx,directory,Planner,planning_zoning,Planning & Zoning,staff_directory
ct_hamden,https://www.hamden.com/Directory.aspx?did=20,/Directory.aspx,/directory.aspx,directory,Planner,planning_zoning,,staff_directory
ct_hamden,https://www.hamden.com/Directory.aspx?did=20,/Directory.aspx,/directory.aspx,directory,Planner,planning_zoning,Planning & Zoning,staff_directory
ct_hamden,https://www.hamden.com/Directory.aspx?did=20,/Directory.aspx,/directory.aspx,directory,Planner,planning_zoning,Planning & Zoning,staff_directory
ct_hamden,https://www.hamden.com/Directory.aspx?did=20,/Directory.aspx,/directory.aspx,directory,Planner,planning_zoning,,staff_directory
ct_hamden,https://www.hamden.com/Directory.aspx?did=20,/Directory.aspx,/directory.aspx,directory,,,,staff_directory
ct_hamden,https://www.hamden.com/Directory.aspx?did=20,/Directory.aspx,/directory.aspx,directory,,,,staff_directory
ct_hamden,https://www.hamden.com/Directory.aspx?did=24,/Directory.aspx,/directory.aspx,directory,Tax Collector,tax_collector,Tax Collector,staff_directory
ct_hamden,https://www.hamden.com/Directory.aspx?did=24,/Directory.aspx,/directory.aspx,directory,Tax Collector,tax_collector,Tax Collector,staff_directory
ct_hamden,https://www.hamden.com/Directory.aspx?did=24,/Directory.aspx,/directory.aspx,directory,Tax Collector,tax_collector,Tax Collector,staff_directory
ct_hamden,https://www.hamden.com/Directory.aspx?did=24,/Directory.aspx,/directory.aspx,directory,,,,staff_directory
ct_hamden,https://www.hamden.com/Directory.aspx?did=35,/Directory.aspx,/directory.aspx,directory,,,"Torres, Lourdes Counter Clerk",staff_directory
ct_hamden,https://www.hamden.com/Directory.aspx?did=35,/Directory.aspx,/directory.aspx,directory,Town Clerk,town_clerk,Town Clerk,staff_directory
ct_hamden,https://www.hamden.com/Directory.aspx?did=35,/Directory.aspx,/directory.aspx,directory,Town Clerk,town_clerk,Town Clerk,staff_directory
ct_hamden,https://www.hamden.com/Directory.aspx?did=35,/Directory.aspx,/directory.aspx,directory,,,,staff_directory
ct_hamden,https://www.hamden.com/Directory.aspx?did=35,/Directory.aspx,/directory.aspx,directory,,,,staff_directory
ct_hamden,https://www.hamden.com/Directory.aspx?did=35,/Directory.aspx,/directory.aspx,directory,Town Clerk,town_clerk,Town Clerk,staff_directory
ct_hamden,https://www.hamden.com/Directory.aspx?did=35,/Directory.aspx,/directory.aspx,directory,Town Clerk,town_clerk,Town Clerk,staff_directory
ct_hamden,https://www.hamden.com/Directory.aspx?did=35,/Directory.aspx,/directory.aspx,directory,Town Clerk,town_clerk,Town Clerk,staff_directory
ct_hamden,https://www.hamden.com/Directory.aspx?did=35,/Directory.aspx,/directory.aspx,directory,,,"Torres, Lourdes Counter Clerk",staff_directory
ct_hamden,https://www.hamden.com/Directory.aspx?did=35,/Directory.aspx,/directory.aspx,directory,Town Clerk,town_clerk,Town Clerk,staff_directory
ct_hamden,https://www.hamden.com/Directory.aspx?did=35,/Directory.aspx,/directory.aspx,directory,Town Clerk,town_clerk,Town Clerk,staff_directory
ct_hamden,https://www.hamden.com/Directory.aspx?did=35,/Directory.aspx,/directory.aspx,directory,,,,staff_directory
ct_hamden,https://www.hamden.com/Directory.aspx?did=35,/Directory.aspx,/directory.aspx,directory,,,,staff_directory
ct_hamden,https://www.hamden.com/Directory.aspx?did=43,/Directory.aspx,/directory.aspx,directory,,,,staff_directory
ct_hamden,https://www.hamden.com/Directory.aspx?did=43,/Directory.aspx,/directory.aspx,directory,,,,staff_directory
ct_hamden,https://www.hamden.com/Directory.aspx?did=43,/Directory.aspx,/directory.aspx,directory,,,,staff_directory
ct_hamden,https://www.hamden.com/Directory.aspx?did=43,/Directory.aspx,/directory.aspx,directory,,,,staff_directory
ct_hamden,https://www.hamden.com/Directory.aspx?did=43,/Directory.aspx,/directory.aspx,directory,,,,staff_directory
ct_hamden,https://www.hamden.com/Directory.aspx?did=43,/Directory.aspx,/directory.aspx,directory,,,,staff_directory
ct_hamden,https://www.hamden.com/Directory.aspx?did=43,/Directory.aspx,/directory.aspx,directory,,,,staff_directory
ct_hamden,https://www.hamden.com/Directory.aspx?did=43,/Directory.aspx,/directory.aspx,directory,,,,staff_directory
ct_hamden,https://www.hamden.com/Directory.aspx?did=51,/Directory.aspx,/directory.aspx,directory,,,,staff_directory
ct_hamden,https://www.hamden.com/Directory.aspx?did=51,/Directory.aspx,/directory.aspx,directory,,,,staff_directory
ct_hamden,https://www.hamden.com/Directory.aspx?did=51,/Directory.aspx,/directory.aspx,directory,,,,staff_directory
ct_hamden,https://www.hamden.com/Directory.aspx?did=51,/Directory.aspx,/directory.aspx,directory,,,,staff_directory
