batch_id,municipalities_total,municipalities_blocked,municipalities_unblocked,municipalities_with_zero_yield_unblocked,municipalities_with_any_missing_groups_unblocked,municipalities_fully_covered_unblocked
batch_4,18,10,8,0,5,3
