batch_id,municipalities_total,municipalities_blocked,municipalities_unblocked,municipalities_with_zero_yield_unblocked,municipalities_with_any_missing_groups_unblocked,municipalities_fully_covered_unblocked
batch_non_civicplus_baseline,83,9,74,3,45,29
